"","Item","aggregate","Inflation","year","m","mnum","timep"
"321","Gasoline and other energy goods","Energy","0.985773380901311",1985,"SEP",0.67,1985.67
"322","Gasoline and other energy goods","Energy","0.987095927562224",1985,"OCT",0.75,1985.75
"323","Gasoline and other energy goods","Energy","1.00732333289084",1985,"NOV",0.83,1985.83
"324","Gasoline and other energy goods","Energy","1.01873931481605",1985,"DEC",0.92,1985.92
"325","Gasoline and other energy goods","Energy","1.016174776212",1986,"JAN",0,1986
"326","Gasoline and other energy goods","Energy","0.957345867469086",1986,"FEB",0.08,1986.08
"327","Gasoline and other energy goods","Energy","0.83647538303947",1986,"MAR",0.17,1986.17
"328","Gasoline and other energy goods","Energy","0.752169552134665",1986,"APR",0.25,1986.25
"329","Gasoline and other energy goods","Energy","0.798219652648726",1986,"MAY",0.33,1986.33
"330","Gasoline and other energy goods","Energy","0.929390307451798",1986,"JUN",0.42,1986.42
"331","Gasoline and other energy goods","Energy","0.970083487940631",1986,"JUL",0.5,1986.5
"332","Gasoline and other energy goods","Energy","0.915469073350195",1986,"AUG",0.58,1986.58
"333","Gasoline and other energy goods","Energy","0.914550042052145",1986,"SEP",0.67,1986.67
"334","Gasoline and other energy goods","Energy","0.955056179775281",1986,"OCT",0.75,1986.75
"335","Gasoline and other energy goods","Energy","0.995573137421117",1986,"NOV",0.83,1986.83
"336","Gasoline and other energy goods","Energy","0.980320029427993",1986,"DEC",0.92,1986.92
"337","Gasoline and other energy goods","Energy","1.06821026282854",1987,"JAN",0,1987
"338","Gasoline and other energy goods","Energy","1.13522548092085",1987,"FEB",0.08,1987.08
"339","Gasoline and other energy goods","Energy","1.12886178861789",1987,"MAR",0.17,1987.17
"340","Gasoline and other energy goods","Energy","1.06584651435267",1987,"APR",0.25,1987.25
"341","Gasoline and other energy goods","Energy","0.994694149674982",1987,"MAY",0.33,1987.33
"342","Gasoline and other energy goods","Energy","1.01099692529293",1987,"JUN",0.42,1987.42
"343","Gasoline and other energy goods","Energy","1.02401890733209",1987,"JUL",0.5,1987.5
"344","Gasoline and other energy goods","Energy","1.0658530454939",1987,"AUG",0.58,1987.58
"345","Gasoline and other energy goods","Energy","1.04082415474821",1987,"SEP",0.67,1987.67
"346","Gasoline and other energy goods","Energy","1.01908110139016",1987,"OCT",0.75,1987.75
"347","Gasoline and other energy goods","Energy","0.997668020437574",1987,"NOV",0.83,1987.83
"348","Gasoline and other energy goods","Energy","0.993392650310625",1987,"DEC",0.92,1987.92
"349","Gasoline and other energy goods","Energy","0.982224211940063",1988,"JAN",0,1988
"350","Gasoline and other energy goods","Energy","0.974839794096019",1988,"FEB",0.08,1988.08
"351","Gasoline and other energy goods","Energy","0.97612422821104",1988,"MAR",0.17,1988.17
"352","Gasoline and other energy goods","Energy","0.994316049117915",1988,"APR",0.25,1988.25
"353","Gasoline and other energy goods","Energy","0.995797187348456",1988,"MAY",0.33,1988.33
"354","Gasoline and other energy goods","Energy","1.00309479856662",1988,"JUN",0.42,1988.42
"355","Gasoline and other energy goods","Energy","1.00525804885941",1988,"JUL",0.5,1988.5
"356","Gasoline and other energy goods","Energy","1.02332124885017",1988,"AUG",0.58,1988.58
"357","Gasoline and other energy goods","Energy","1.01039242219215",1988,"SEP",0.67,1988.67
"358","Gasoline and other energy goods","Energy","0.991953005552426",1988,"OCT",0.75,1988.75
"359","Gasoline and other energy goods","Energy","0.976496404399323",1988,"NOV",0.83,1988.83
"360","Gasoline and other energy goods","Energy","0.986339529651256",1988,"DEC",0.92,1988.92
"361","Gasoline and other energy goods","Energy","1.00776074200265",1989,"JAN",0,1989
"362","Gasoline and other energy goods","Energy","1.02645187491539",1989,"FEB",0.08,1989.08
"363","Gasoline and other energy goods","Energy","1.05124375407343",1989,"MAR",0.17,1989.17
"364","Gasoline and other energy goods","Energy","1.14242782011377",1989,"APR",0.25,1989.25
"365","Gasoline and other energy goods","Energy","1.14108989238236",1989,"MAY",0.33,1989.33
"366","Gasoline and other energy goods","Energy","1.10425977112449",1989,"JUN",0.42,1989.42
"367","Gasoline and other energy goods","Energy","0.99304772641864",1989,"JUL",0.5,1989.5
"368","Gasoline and other energy goods","Energy","0.938859480825686",1989,"AUG",0.58,1989.58
"369","Gasoline and other energy goods","Energy","0.930240718646923",1989,"SEP",0.67,1989.67
"370","Gasoline and other energy goods","Energy","0.952601702932829",1989,"OCT",0.75,1989.75
"371","Gasoline and other energy goods","Energy","0.977595036438842",1989,"NOV",0.83,1989.83
"372","Gasoline and other energy goods","Energy","1.00067898906073",1989,"DEC",0.92,1989.92
"373","Gasoline and other energy goods","Energy","1.08839010825305",1990,"JAN",0,1990
"374","Gasoline and other energy goods","Energy","1.07694051276885",1990,"FEB",0.08,1990.08
"375","Gasoline and other energy goods","Energy","1.06428427824688",1990,"MAR",0.17,1990.17
"376","Gasoline and other energy goods","Energy","0.968587462359704",1990,"APR",0.25,1990.25
"377","Gasoline and other energy goods","Energy","0.981829236921494",1990,"MAY",0.33,1990.33
"378","Gasoline and other energy goods","Energy","0.996363636363636",1990,"JUN",0.42,1990.42
"379","Gasoline and other energy goods","Energy","0.994983395746485",1990,"JUL",0.5,1990.5
"380","Gasoline and other energy goods","Energy","1.09632240853659",1990,"AUG",0.58,1990.58
"381","Gasoline and other energy goods","Energy","1.18684235472557",1990,"SEP",0.67,1990.67
"382","Gasoline and other energy goods","Energy","1.2739194243242",1990,"OCT",0.75,1990.75
"383","Gasoline and other energy goods","Energy","1.16813678630399",1990,"NOV",0.83,1990.83
"384","Gasoline and other energy goods","Energy","1.07364217252396",1990,"DEC",0.92,1990.92
"385","Gasoline and other energy goods","Energy","0.942788658069791",1991,"JAN",0,1991
"386","Gasoline and other energy goods","Energy","0.877564305242993",1991,"FEB",0.08,1991.08
"387","Gasoline and other energy goods","Energy","0.835571343550067",1991,"MAR",0.17,1991.17
"388","Gasoline and other energy goods","Energy","0.880190780267644",1991,"APR",0.25,1991.25
"389","Gasoline and other energy goods","Energy","0.958460495083079",1991,"MAY",0.33,1991.33
"390","Gasoline and other energy goods","Energy","0.996015758897767",1991,"JUN",0.42,1991.42
"391","Gasoline and other energy goods","Energy","0.985535154500672",1991,"JUL",0.5,1991.5
"392","Gasoline and other energy goods","Energy","0.98562710065452",1991,"AUG",0.58,1991.58
"393","Gasoline and other energy goods","Energy","0.998748547421114",1991,"SEP",0.67,1991.67
"394","Gasoline and other energy goods","Energy","1.01229154359976",1991,"OCT",0.75,1991.75
"395","Gasoline and other energy goods","Energy","1.01310180822901",1991,"NOV",0.83,1991.83
"396","Gasoline and other energy goods","Energy","1.01848205495391",1991,"DEC",0.92,1991.92
"397","Gasoline and other energy goods","Energy","0.995488721804511",1992,"JAN",0,1992
"398","Gasoline and other energy goods","Energy","0.97770051818061",1992,"FEB",0.08,1992.08
"399","Gasoline and other energy goods","Energy","0.971835317896217",1992,"MAR",0.17,1992.17
"400","Gasoline and other energy goods","Energy","0.995355548541282",1992,"APR",0.25,1992.25
"401","Gasoline and other energy goods","Energy","1.008516228398",1992,"MAY",0.33,1992.33
"402","Gasoline and other energy goods","Energy","1.02785061940501",1992,"JUN",0.42,1992.42
"403","Gasoline and other energy goods","Energy","1.03689861375374",1992,"JUL",0.5,1992.5
"404","Gasoline and other energy goods","Energy","1.02290744941272",1992,"AUG",0.58,1992.58
"405","Gasoline and other energy goods","Energy","0.99883434503387",1992,"SEP",0.67,1992.67
"406","Gasoline and other energy goods","Energy","1.00332044476484",1992,"OCT",0.75,1992.75
"407","Gasoline and other energy goods","Energy","1.01165828704415",1992,"NOV",0.83,1992.83
"408","Gasoline and other energy goods","Energy","1.01754926786304",1992,"DEC",0.92,1992.92
"409","Gasoline and other energy goods","Energy","1.00450695638921",1993,"JAN",0,1993
"410","Gasoline and other energy goods","Energy","1.00175788879726",1993,"FEB",0.08,1993.08
"411","Gasoline and other energy goods","Energy","0.991971782221068",1993,"MAR",0.17,1993.17
"412","Gasoline and other energy goods","Energy","0.988598924917635",1993,"APR",0.25,1993.25
"413","Gasoline and other energy goods","Energy","0.966745380099222",1993,"MAY",0.33,1993.33
"414","Gasoline and other energy goods","Energy","0.961191946074475",1993,"JUN",0.42,1993.42
"415","Gasoline and other energy goods","Energy","0.95961411971059",1993,"JUL",0.5,1993.5
"416","Gasoline and other energy goods","Energy","0.976873431337397",1993,"AUG",0.58,1993.58
"417","Gasoline and other energy goods","Energy","0.979846579819346",1993,"SEP",0.67,1993.67
"418","Gasoline and other energy goods","Energy","1.03155273259002",1993,"OCT",0.75,1993.75
"419","Gasoline and other energy goods","Energy","1.02094420994678",1993,"NOV",0.83,1993.83
"420","Gasoline and other energy goods","Energy","1.01672302774818",1993,"DEC",0.92,1993.92
"421","Gasoline and other energy goods","Energy","0.963033511262708",1994,"JAN",0,1994
"422","Gasoline and other energy goods","Energy","0.995596000449388",1994,"FEB",0.08,1994.08
"423","Gasoline and other energy goods","Energy","1.00343994897029",1994,"MAR",0.17,1994.17
"424","Gasoline and other energy goods","Energy","1.00880864765409",1994,"APR",0.25,1994.25
"425","Gasoline and other energy goods","Energy","0.968674535647385",1994,"MAY",0.33,1994.33
"426","Gasoline and other energy goods","Energy","0.980634322428315",1994,"JUN",0.42,1994.42
"427","Gasoline and other energy goods","Energy","1.0167339215284",1994,"JUL",0.5,1994.5
"428","Gasoline and other energy goods","Energy","1.0816849560821",1994,"AUG",0.58,1994.58
"429","Gasoline and other energy goods","Energy","1.06963930175487",1994,"SEP",0.67,1994.67
"430","Gasoline and other energy goods","Energy","1.03302912751979",1994,"OCT",0.75,1994.75
"431","Gasoline and other energy goods","Energy","0.998901501281582",1994,"NOV",0.83,1994.83
"432","Gasoline and other energy goods","Energy","1.00331154495476",1994,"DEC",0.92,1994.92
"433","Gasoline and other energy goods","Energy","0.999804645105275",1995,"JAN",0,1995
"434","Gasoline and other energy goods","Energy","0.990188890805589",1995,"FEB",0.08,1995.08
"435","Gasoline and other energy goods","Energy","0.982914464459066",1995,"MAR",0.17,1995.17
"436","Gasoline and other energy goods","Energy","0.98894943661666",1995,"APR",0.25,1995.25
"437","Gasoline and other energy goods","Energy","1.00078395505324",1995,"MAY",0.33,1995.33
"438","Gasoline and other energy goods","Energy","1.01349779426289",1995,"JUN",0.42,1995.42
"439","Gasoline and other energy goods","Energy","1.0061248682824",1995,"JUL",0.5,1995.5
"440","Gasoline and other energy goods","Energy","0.986900798572579",1995,"AUG",0.58,1995.58
"441","Gasoline and other energy goods","Energy","0.970960197496644",1995,"SEP",0.67,1995.67
"442","Gasoline and other energy goods","Energy","0.979140756256682",1995,"OCT",0.75,1995.75
"443","Gasoline and other energy goods","Energy","0.97113879395877",1995,"NOV",0.83,1995.83
"444","Gasoline and other energy goods","Energy","1.00071369627763",1995,"DEC",0.92,1995.92
"445","Gasoline and other energy goods","Energy","1.03445125348189",1996,"JAN",0,1996
"446","Gasoline and other energy goods","Energy","1.05344412659492",1996,"FEB",0.08,1996.08
"447","Gasoline and other energy goods","Energy","1.06186899641178",1996,"MAR",0.17,1996.17
"448","Gasoline and other energy goods","Energy","1.07279033196183",1996,"APR",0.25,1996.25
"449","Gasoline and other energy goods","Energy","1.07993534482759",1996,"MAY",0.33,1996.33
"450","Gasoline and other energy goods","Energy","1.01653898625249",1996,"JUN",0.42,1996.42
"451","Gasoline and other energy goods","Energy","0.968012048192771",1996,"JUL",0.5,1996.5
"452","Gasoline and other energy goods","Energy","0.954299626813547",1996,"AUG",0.58,1996.58
"453","Gasoline and other energy goods","Energy","0.988540870893812",1996,"SEP",0.67,1996.67
"454","Gasoline and other energy goods","Energy","1.01462443213641",1996,"OCT",0.75,1996.75
"455","Gasoline and other energy goods","Energy","1.03925218009578",1996,"NOV",0.83,1996.83
"456","Gasoline and other energy goods","Energy","1.06211621203893",1996,"DEC",0.92,1996.92
"457","Gasoline and other energy goods","Energy","1.04479473339876",1997,"JAN",0,1997
"458","Gasoline and other energy goods","Energy","1.02646088216355",1997,"FEB",0.08,1997.08
"459","Gasoline and other energy goods","Energy","0.981790293400456",1997,"MAR",0.17,1997.17
"460","Gasoline and other energy goods","Energy","0.953779621548637",1997,"APR",0.25,1997.25
"461","Gasoline and other energy goods","Energy","0.921134657230793",1997,"MAY",0.33,1997.33
"462","Gasoline and other energy goods","Energy","0.931198173296479",1997,"JUN",0.42,1997.42
"463","Gasoline and other energy goods","Energy","0.951211505713875",1997,"JUL",0.5,1997.5
"464","Gasoline and other energy goods","Energy","1.02834766323317",1997,"AUG",0.58,1997.58
"465","Gasoline and other energy goods","Energy","1.05441913488632",1997,"SEP",0.67,1997.67
"466","Gasoline and other energy goods","Energy","1.05357720596165",1997,"OCT",0.75,1997.75
"467","Gasoline and other energy goods","Energy","0.990687086092715",1997,"NOV",0.83,1997.83
"468","Gasoline and other energy goods","Energy","0.968380897982497",1997,"DEC",0.92,1997.92
"469","Gasoline and other energy goods","Energy","0.934305075030196",1998,"JAN",0,1998
"470","Gasoline and other energy goods","Energy","0.922185084604136",1998,"FEB",0.08,1998.08
"471","Gasoline and other energy goods","Energy","0.893766720734764",1998,"MAR",0.17,1998.17
"472","Gasoline and other energy goods","Energy","0.908300100793199",1998,"APR",0.25,1998.25
"473","Gasoline and other energy goods","Energy","0.955895344886171",1998,"MAY",0.33,1998.33
"474","Gasoline and other energy goods","Energy","1.00744791175639",1998,"JUN",0.42,1998.42
"475","Gasoline and other energy goods","Energy","1.02979277736231",1998,"JUL",0.5,1998.5
"476","Gasoline and other energy goods","Energy","0.989620361154557",1998,"AUG",0.58,1998.58
"477","Gasoline and other energy goods","Energy","0.968861126707842",1998,"SEP",0.67,1998.67
"478","Gasoline and other energy goods","Energy","0.977019302848576",1998,"OCT",0.75,1998.75
"479","Gasoline and other energy goods","Energy","0.985919540229885",1998,"NOV",0.83,1998.83
"480","Gasoline and other energy goods","Energy","0.971699707821216",1998,"DEC",0.92,1998.92
"481","Gasoline and other energy goods","Energy","0.957872779149783",1999,"JAN",0,1999
"482","Gasoline and other energy goods","Energy","0.952734868357136",1999,"FEB",0.08,1999.08
"483","Gasoline and other energy goods","Energy","1.00253472826222",1999,"MAR",0.17,1999.17
"484","Gasoline and other energy goods","Energy","1.12720901126408",1999,"APR",0.25,1999.25
"485","Gasoline and other energy goods","Energy","1.13282006832203",1999,"MAY",0.33,1999.33
"486","Gasoline and other energy goods","Energy","1.0942170884664",1999,"JUN",0.42,1999.42
"487","Gasoline and other energy goods","Energy","1.02034109077989",1999,"JUL",0.5,1999.5
